991,Уш,2,1533,5,2,0
816,Р,2,33,25,0,0
804,П,2,13,13,0,0
769,Р,2,29,24,0,0
709,П,2,13,12,0,0
680,П,2,15,5,0,0
640,0,0,0,0,0,1
457,Уш,2,1535,6,2,0
431,0,0,0,0,0,1
354,Уш,2,1530,3,1,0
251,Пр.п,2,14,4,0,0
250,П,2,13,5,0,0
225,П,2,13,6,0,0
137,Уш,2,1529,1,1,0
111,Р,2,27,23,0,0
110,У,2,12,3,1,0
102,У,2,12,3,1,0
44,Уш,2,1537,5,2,0
19,Уш,2,1537,8,2,0
18,П,2,13,15,0,0
13,Уш,2,1536,2,1,0
1,0,0,0,0,0,1
1,0,0,0,0,0,1
